date,idea,trend_score,mentions,engagement,sentiment
2014-04-01,Determinism,10.19,47,29,0.01
2014-05-01,Determinism,9.89,73,24,0.349
2014-06-01,Determinism,7.01,47,12,0.468
2014-07-01,Determinism,8.72,58,11,0.041
2014-08-01,Determinism,11.59,51,28,0.293
2014-09-01,Determinism,14.1,68,31,0.2
2014-10-01,Determinism,10.5,72,20,0.015
2014-11-01,Determinism,11.39,58,21,0.259
2014-12-01,Determinism,12.67,80,20,0.3
2015-01-01,Determinism,9.18,60,22,0.128
2015-02-01,Determinism,11.57,62,34,0.34
2015-03-01,Determinism,9.39,77,14,-0.0
2015-04-01,Determinism,12.63,98,29,0.021
2015-05-01,Determinism,11.24,81,22,0.216
2015-06-01,Determinism,11.56,52,23,0.203
2015-07-01,Determinism,9.43,44,16,0.114
2015-08-01,Determinism,12.45,78,33,0.297
2015-09-01,Determinism,15.24,74,32,0.264
2015-10-01,Determinism,9.08,75,20,0.303
2015-11-01,Determinism,10.45,51,18,0.185
2015-12-01,Determinism,11.63,73,18,0.272
2016-01-01,Determinism,12.77,73,17,0.147
2016-02-01,Determinism,10.11,70,25,0.446
2016-03-01,Determinism,5.6,27,9,0.102
2016-04-01,Determinism,14.02,84,34,0.453
2016-05-01,Determinism,12.85,69,24,0.204
2016-06-01,Determinism,7.88,62,15,0.035
2016-07-01,Determinism,10.18,45,21,0.364
2016-08-01,Determinism,14.57,117,27,0.215
2016-09-01,Determinism,14.36,111,20,0.302
2016-10-01,Determinism,13.38,73,24,0.347
2016-11-01,Determinism,11.18,84,27,0.241
2016-12-01,Determinism,11.73,51,28,0.129
2017-01-01,Determinism,11.34,94,19,0.317
2017-02-01,Determinism,13.89,89,28,0.2
2017-03-01,Determinism,9.91,54,15,0.282
2017-04-01,Determinism,10.09,58,16,-0.058
2017-05-01,Determinism,13.75,62,17,0.254
2017-06-01,Determinism,11.68,98,33,0.123
2017-07-01,Determinism,14.56,64,23,0.398
2017-08-01,Determinism,10.49,73,17,0.275
2017-09-01,Determinism,11.76,71,20,0.229
2017-10-01,Determinism,10.06,82,14,0.258
2017-11-01,Determinism,11.95,63,28,0.08
2017-12-01,Determinism,9.01,58,12,0.395
2018-01-01,Determinism,11.02,69,16,0.439
2018-02-01,Determinism,9.16,66,22,0.247
2018-03-01,Determinism,13.46,60,24,0.391
2018-04-01,Determinism,13.53,68,33,0.132
2018-05-01,Determinism,8.68,44,19,0.104
2018-06-01,Determinism,14.84,108,25,0.205
2018-07-01,Determinism,17.2,86,41,0.252
2018-08-01,Determinism,12.33,81,17,0.153
2018-09-01,Determinism,10.99,56,24,0.265
2018-10-01,Determinism,17.95,140,36,0.237
2018-11-01,Determinism,9.7,79,16,0.08
2018-12-01,Determinism,12.41,79,28,0.262
2019-01-01,Determinism,12.77,73,35,0.304
2019-02-01,Determinism,15.13,78,45,0.221
2019-03-01,Determinism,13.19,58,30,0.338
2019-04-01,Determinism,11.51,61,22,0.054
2019-05-01,Determinism,10.64,74,17,0.256
2019-06-01,Determinism,11.89,77,20,0.06
2019-07-01,Determinism,10.6,87,22,0.066
2019-08-01,Determinism,12.74,75,24,0.124
2019-09-01,Determinism,11.55,82,33,0.087
2019-10-01,Determinism,9.72,61,18,0.134
2019-11-01,Determinism,15.26,97,29,0.174
2019-12-01,Determinism,11.78,63,22,0.3
2020-01-01,Determinism,10.28,63,28,0.161
2020-02-01,Determinism,12.51,77,30,0.01
2020-03-01,Determinism,13.02,93,30,0.337
2020-04-01,Determinism,9.42,77,17,0.1
2020-05-01,Determinism,13.61,76,36,0.193
2020-06-01,Determinism,10.89,48,14,0.254
2020-07-01,Determinism,16.44,103,45,0.224
2020-08-01,Determinism,14.1,91,30,0.331
2020-09-01,Determinism,12.28,60,24,0.257
2020-10-01,Determinism,11.63,86,24,0.097
2020-11-01,Determinism,12.94,108,31,0.461
2020-12-01,Determinism,14.41,118,18,0.223
2021-01-01,Determinism,13.17,66,36,0.182
2021-02-01,Determinism,12.82,101,26,0.316
2021-03-01,Determinism,13.4,96,24,0.23
2021-04-01,Determinism,12.11,74,18,0.248
2021-05-01,Determinism,12.67,82,25,0.499
2021-06-01,Determinism,9.22,72,19,0.167
2021-07-01,Determinism,15.37,96,30,0.162
2021-08-01,Determinism,14.06,81,34,0.214
2021-09-01,Determinism,11.94,75,23,0.329
2021-10-01,Determinism,17.32,115,51,0.019
2021-11-01,Determinism,13.73,69,31,-0.036
2021-12-01,Determinism,11.52,92,31,0.13
2022-01-01,Determinism,15.34,108,21,0.004
2022-02-01,Determinism,14.46,99,28,0.149
2022-03-01,Determinism,14.48,67,26,0.26
2022-04-01,Determinism,12.88,87,29,0.093
2022-05-01,Determinism,14.66,69,40,0.029
2022-06-01,Determinism,13.27,60,18,0.208
2022-07-01,Determinism,14.94,96,20,0.304
2022-08-01,Determinism,10.05,59,27,-0.003
2022-09-01,Determinism,13.03,87,21,0.298
2022-10-01,Determinism,17.38,79,42,0.298
2022-11-01,Determinism,12.43,75,27,0.314
2022-12-01,Determinism,12.79,63,35,0.346
2013-01-01,Digital Detox,8.25,221,118,0.603
2013-02-01,Digital Detox,9.09,201,110,0.641
2013-03-01,Digital Detox,12.76,327,98,0.628
2013-04-01,Digital Detox,5.49,184,48,0.746
2013-05-01,Digital Detox,13.47,336,140,0.518
2013-06-01,Digital Detox,7.88,225,90,0.668
2013-07-01,Digital Detox,13.24,240,190,0.709
2013-08-01,Digital Detox,8.76,165,83,0.726
2013-09-01,Digital Detox,9.9,187,122,0.309
2013-10-01,Digital Detox,8.9,277,130,0.508
2013-11-01,Digital Detox,7.52,178,55,0.458
2013-12-01,Digital Detox,8.41,181,116,0.598
2014-01-01,Digital Detox,13.47,412,132,0.338
2014-02-01,Digital Detox,5.0,102,63,0.335
2014-03-01,Digital Detox,5.84,127,50,0.84
2014-04-01,Digital Detox,7.49,188,67,0.654
2014-05-01,Digital Detox,6.54,152,41,0.595
2014-06-01,Digital Detox,14.42,400,213,0.624
2014-07-01,Digital Detox,13.77,322,183,0.598
2014-08-01,Digital Detox,11.89,290,81,0.7
2014-09-01,Digital Detox,8.31,271,125,0.504
2014-10-01,Digital Detox,14.34,473,164,0.602
2014-11-01,Digital Detox,5.68,182,78,0.607
2014-12-01,Digital Detox,16.98,554,112,0.454
2015-01-01,Digital Detox,8.61,237,82,0.733
2015-02-01,Digital Detox,9.99,288,120,0.527
2015-03-01,Digital Detox,9.6,262,67,0.702
2015-04-01,Digital Detox,7.78,243,81,0.594
2015-05-01,Digital Detox,16.89,458,169,0.776
2015-06-01,Digital Detox,13.59,264,108,0.455
2015-07-01,Digital Detox,14.98,474,130,0.45
2015-08-01,Digital Detox,7.77,240,114,0.471
2015-09-01,Digital Detox,12.1,385,104,0.596
2015-10-01,Digital Detox,13.23,276,105,0.765
2015-11-01,Digital Detox,12.59,280,136,0.771
2015-12-01,Digital Detox,8.41,191,101,0.303
2016-01-01,Digital Detox,15.23,402,191,0.61
2016-02-01,Digital Detox,13.03,259,167,0.194
2016-03-01,Digital Detox,10.47,254,66,0.675
2016-04-01,Digital Detox,8.43,174,80,0.714
2016-05-01,Digital Detox,16.49,365,214,0.575
2016-06-01,Digital Detox,22.68,677,321,0.59
2016-07-01,Digital Detox,12.95,420,148,0.589
2016-08-01,Digital Detox,17.18,308,111,0.486
2016-09-01,Digital Detox,20.66,566,198,0.632
2016-10-01,Digital Detox,14.19,257,95,0.552
2016-11-01,Digital Detox,17.23,327,219,0.692
2016-12-01,Digital Detox,16.75,500,110,0.566
2017-01-01,Digital Detox,22.95,697,176,0.477
2017-02-01,Digital Detox,24.64,782,240,0.396
2017-03-01,Digital Detox,21.81,563,222,0.356
2017-04-01,Digital Detox,19.47,634,188,0.738
2017-05-01,Digital Detox,21.34,436,217,0.525
2017-06-01,Digital Detox,21.44,469,266,0.621
2017-07-01,Digital Detox,21.07,418,196,0.794
2017-08-01,Digital Detox,24.36,766,266,0.512
2017-09-01,Digital Detox,27.06,582,236,0.505
2017-10-01,Digital Detox,27.47,555,252,0.564
2017-11-01,Digital Detox,26.64,757,307,0.584
2017-12-01,Digital Detox,27.5,518,286,0.807
2018-01-01,Digital Detox,27.76,508,347,0.768
2018-02-01,Digital Detox,25.28,490,279,0.655
2018-03-01,Digital Detox,30.81,539,408,0.754
2018-04-01,Digital Detox,29.75,883,297,0.559
2018-05-01,Digital Detox,28.62,783,298,0.616
2018-06-01,Digital Detox,34.95,740,420,0.544
2018-07-01,Digital Detox,33.16,716,265,0.425
2018-08-01,Digital Detox,36.85,1168,349,0.724
2018-09-01,Digital Detox,39.88,1048,464,0.644
2018-10-01,Digital Detox,35.65,1060,223,0.582
2018-11-01,Digital Detox,39.94,1015,397,0.58
2018-12-01,Digital Detox,35.4,767,403,0.399
2019-01-01,Digital Detox,46.6,1607,685,0.463
2019-02-01,Digital Detox,39.01,1069,542,0.62
2019-03-01,Digital Detox,42.62,844,363,0.517
2019-04-01,Digital Detox,49.27,1212,520,0.554
2019-05-01,Digital Detox,45.63,1062,297,0.567
2019-06-01,Digital Detox,43.82,931,358,0.498
2019-07-01,Digital Detox,50.64,1713,657,0.464
2019-08-01,Digital Detox,51.65,1700,367,0.387
2019-09-01,Digital Detox,48.77,1023,406,0.562
2019-10-01,Digital Detox,50.18,1187,727,0.654
2019-11-01,Digital Detox,51.53,1589,691,0.383
2019-12-01,Digital Detox,53.3,1127,695,0.577
2020-01-01,Digital Detox,49.32,1374,680,0.614
2020-02-01,Digital Detox,54.71,1627,697,0.461
2020-03-01,Digital Detox,60.85,1761,431,0.751
2020-04-01,Digital Detox,53.06,1585,565,0.534
2020-05-01,Digital Detox,54.25,1620,542,0.568
2020-06-01,Digital Detox,52.7,1812,464,0.561
2020-07-01,Digital Detox,58.34,1375,788,0.368
2020-08-01,Digital Detox,60.36,1984,614,0.701
2020-09-01,Digital Detox,60.54,1083,396,0.465
2020-10-01,Digital Detox,53.51,1206,453,0.552
2020-11-01,Digital Detox,59.0,1083,475,0.652
2020-12-01,Digital Detox,62.05,1793,868,0.755
2021-01-01,Digital Detox,59.53,1147,704,0.45
2021-02-01,Digital Detox,58.94,1904,651,0.526
2021-03-01,Digital Detox,55.59,1602,587,0.746
2021-04-01,Digital Detox,57.16,1029,677,0.636
2021-05-01,Digital Detox,59.71,1792,764,0.661
2021-06-01,Digital Detox,56.48,1841,621,0.454
2021-07-01,Digital Detox,51.26,1490,740,0.534
2021-08-01,Digital Detox,53.13,958,786,0.56
2021-09-01,Digital Detox,57.63,1874,862,0.477
2021-10-01,Digital Detox,54.47,1652,655,0.379
2021-11-01,Digital Detox,53.36,1287,768,0.519
2021-12-01,Digital Detox,50.84,1182,490,0.743
2022-01-01,Digital Detox,55.57,1439,763,0.587
2022-02-01,Digital Detox,56.62,1850,803,0.745
2022-03-01,Digital Detox,55.06,1206,778,0.601
2022-04-01,Digital Detox,55.24,1064,744,0.488
2022-05-01,Digital Detox,49.47,1614,478,0.733
2022-06-01,Digital Detox,48.68,874,362,0.605
2022-07-01,Digital Detox,49.35,1650,444,0.695
2022-08-01,Digital Detox,49.57,1133,640,0.452
2022-09-01,Digital Detox,53.38,1409,432,0.705
2022-10-01,Digital Detox,52.22,1035,538,0.708
2022-11-01,Digital Detox,49.98,1664,554,0.615
2022-12-01,Digital Detox,43.71,1338,500,0.483
2013-01-01,Digital Nomad,8.79,360,127,0.505
2013-02-01,Digital Nomad,12.37,517,202,0.544
2013-03-01,Digital Nomad,14.73,459,162,0.572
2013-04-01,Digital Nomad,5.0,154,38,0.541
2013-05-01,Digital Nomad,10.89,376,194,0.294
2013-06-01,Digital Nomad,5.49,179,55,0.646
2013-07-01,Digital Nomad,18.16,623,156,0.665
2013-08-01,Digital Nomad,9.57,377,107,0.792
2013-09-01,Digital Nomad,13.35,490,203,0.505
2013-10-01,Digital Nomad,11.14,350,116,0.496
2013-11-01,Digital Nomad,8.98,276,120,0.278
2013-12-01,Digital Nomad,8.76,302,102,0.565
2014-01-01,Digital Nomad,16.42,502,139,0.708
2014-02-01,Digital Nomad,14.67,449,158,0.527
2014-03-01,Digital Nomad,17.78,379,267,0.857
2014-04-01,Digital Nomad,12.25,302,169,0.569
2014-05-01,Digital Nomad,13.09,409,111,0.618
2014-06-01,Digital Nomad,11.56,442,104,0.436
2014-07-01,Digital Nomad,11.64,313,164,0.634
2014-08-01,Digital Nomad,9.51,304,152,0.362
2014-09-01,Digital Nomad,13.03,368,143,0.683
2014-10-01,Digital Nomad,10.55,245,144,0.687
2014-11-01,Digital Nomad,14.38,591,130,0.763
2014-12-01,Digital Nomad,13.7,534,145,0.478
2015-01-01,Digital Nomad,14.2,322,105,0.619
2015-02-01,Digital Nomad,18.5,668,287,0.668
2015-03-01,Digital Nomad,13.5,382,156,0.653
2015-04-01,Digital Nomad,16.02,671,257,0.496
2015-05-01,Digital Nomad,20.04,548,298,0.313
2015-06-01,Digital Nomad,17.95,467,290,0.642
2015-07-01,Digital Nomad,17.63,580,181,0.582
2015-08-01,Digital Nomad,13.39,516,123,0.532
2015-09-01,Digital Nomad,15.13,379,268,0.692
2015-10-01,Digital Nomad,10.63,382,159,0.595
2015-11-01,Digital Nomad,16.22,362,263,0.442
2015-12-01,Digital Nomad,15.68,632,115,0.368
2016-01-01,Digital Nomad,15.07,342,166,0.465
2016-02-01,Digital Nomad,18.5,744,282,0.887
2016-03-01,Digital Nomad,12.21,382,98,0.687
2016-04-01,Digital Nomad,21.15,643,282,0.623
2016-05-01,Digital Nomad,19.37,803,229,0.578
2016-06-01,Digital Nomad,16.87,705,125,0.57
2016-07-01,Digital Nomad,17.05,591,166,0.74
2016-08-01,Digital Nomad,19.36,458,199,0.541
2016-09-01,Digital Nomad,22.9,724,193,0.669
2016-10-01,Digital Nomad,19.05,612,267,0.558
2016-11-01,Digital Nomad,19.6,623,192,0.833
2016-12-01,Digital Nomad,19.64,647,200,0.689
2017-01-01,Digital Nomad,25.35,542,428,0.749
2017-02-01,Digital Nomad,19.31,694,236,0.53
2017-03-01,Digital Nomad,20.74,746,237,0.727
2017-04-01,Digital Nomad,25.64,601,385,0.562
2017-05-01,Digital Nomad,22.11,729,376,0.613
2017-06-01,Digital Nomad,25.49,840,190,0.796
2017-07-01,Digital Nomad,19.77,698,238,0.475
2017-08-01,Digital Nomad,22.3,508,308,0.624
2017-09-01,Digital Nomad,27.79,949,296,0.653
2017-10-01,Digital Nomad,21.72,584,338,0.662
2017-11-01,Digital Nomad,23.71,750,420,0.546
2017-12-01,Digital Nomad,25.35,944,441,0.85
2018-01-01,Digital Nomad,22.03,789,222,0.445
2018-02-01,Digital Nomad,24.84,584,240,0.775
2018-03-01,Digital Nomad,27.5,919,482,0.746
2018-04-01,Digital Nomad,28.39,1174,345,0.828
2018-05-01,Digital Nomad,33.17,806,313,0.409
2018-06-01,Digital Nomad,35.04,1363,520,0.496
2018-07-01,Digital Nomad,28.93,1034,297,0.779
2018-08-01,Digital Nomad,32.92,1226,332,0.375
2018-09-01,Digital Nomad,35.69,961,596,0.407
2018-10-01,Digital Nomad,39.3,1063,352,0.541
2018-11-01,Digital Nomad,37.99,1521,300,0.623
2018-12-01,Digital Nomad,37.79,1079,382,0.791
2019-01-01,Digital Nomad,40.0,893,550,0.578
2019-02-01,Digital Nomad,41.44,1393,353,0.527
2019-03-01,Digital Nomad,38.05,899,468,0.637
2019-04-01,Digital Nomad,42.83,1616,599,0.656
2019-05-01,Digital Nomad,48.04,1656,786,0.653
2019-06-01,Digital Nomad,44.46,1750,431,0.579
2019-07-01,Digital Nomad,46.89,1757,751,0.365
2019-08-01,Digital Nomad,47.19,1102,459,0.49
2019-09-01,Digital Nomad,42.39,1229,615,0.77
2019-10-01,Digital Nomad,50.81,1894,602,0.622
2019-11-01,Digital Nomad,53.07,1580,448,0.561
2019-12-01,Digital Nomad,52.05,2156,776,0.734
2020-01-01,Digital Nomad,51.54,1879,492,0.464
2020-02-01,Digital Nomad,53.77,1147,490,0.573
2020-03-01,Digital Nomad,60.13,2374,666,0.617
2020-04-01,Digital Nomad,65.17,1506,929,0.547
2020-05-01,Digital Nomad,64.81,1552,630,0.612
2020-06-01,Digital Nomad,58.05,2114,533,0.577
2020-07-01,Digital Nomad,66.06,2587,483,0.432
2020-08-01,Digital Nomad,62.93,2030,774,0.622
2020-09-01,Digital Nomad,64.59,1748,764,0.441
2020-10-01,Digital Nomad,66.36,1883,645,0.62
2020-11-01,Digital Nomad,71.28,2010,555,0.765
2020-12-01,Digital Nomad,73.46,2047,869,0.566
2021-01-01,Digital Nomad,71.71,1872,1127,0.459
2021-02-01,Digital Nomad,71.89,2429,1073,0.585
2021-03-01,Digital Nomad,73.65,2939,1215,0.5
2021-04-01,Digital Nomad,74.1,2034,541,0.671
2021-05-01,Digital Nomad,76.05,1895,1341,0.582
2021-06-01,Digital Nomad,68.8,2656,749,0.805
2021-07-01,Digital Nomad,72.84,2664,1304,0.74
2021-08-01,Digital Nomad,69.71,2827,692,0.582
2021-09-01,Digital Nomad,72.89,1784,896,0.686
2021-10-01,Digital Nomad,72.5,1742,799,0.553
2021-11-01,Digital Nomad,73.16,2368,808,0.604
2021-12-01,Digital Nomad,71.04,2408,1158,0.557
2022-01-01,Digital Nomad,69.1,2148,1055,0.692
2022-02-01,Digital Nomad,67.41,2264,1208,0.772
2022-03-01,Digital Nomad,73.43,1820,1015,0.696
2022-04-01,Digital Nomad,72.66,2258,887,0.711
2022-05-01,Digital Nomad,72.06,2509,589,0.711
2022-06-01,Digital Nomad,78.19,2352,1404,0.666
2022-07-01,Digital Nomad,71.77,2531,944,0.463
2022-08-01,Digital Nomad,78.73,2399,1162,0.804
2022-09-01,Digital Nomad,79.48,2226,921,0.817
2022-10-01,Digital Nomad,68.89,1886,903,0.572
2022-11-01,Digital Nomad,75.15,2227,1306,0.556
2022-12-01,Digital Nomad,73.8,1586,664,0.673
2013-01-01,Doomscrolling,8.1,267,140,-0.238
2013-02-01,Doomscrolling,11.05,492,208,-0.274
2013-03-01,Doomscrolling,5.0,241,97,-0.248
2013-04-01,Doomscrolling,5.0,179,82,0.074
2013-05-01,Doomscrolling,9.14,409,179,-0.213
2013-06-01,Doomscrolling,9.01,375,136,-0.173
2013-07-01,Doomscrolling,5.5,265,65,-0.197
2013-08-01,Doomscrolling,15.89,705,310,-0.282
2013-09-01,Doomscrolling,5.0,132,76,-0.095
2013-10-01,Doomscrolling,5.0,210,99,-0.285
2013-11-01,Doomscrolling,7.09,267,63,-0.123
2013-12-01,Doomscrolling,5.0,125,67,-0.29
2014-01-01,Doomscrolling,7.48,229,152,-0.365
2014-02-01,Doomscrolling,5.0,235,58,-0.206
2014-03-01,Doomscrolling,5.0,236,101,-0.383
2014-04-01,Doomscrolling,14.45,637,295,-0.186
2014-05-01,Doomscrolling,5.0,243,98,-0.393
2014-06-01,Doomscrolling,5.0,221,78,-0.288
2014-07-01,Doomscrolling,10.85,269,180,-0.422
2014-08-01,Doomscrolling,5.0,158,97,0.089
2014-09-01,Doomscrolling,5.0,126,91,-0.448
2014-10-01,Doomscrolling,7.88,211,129,-0.249
2014-11-01,Doomscrolling,9.69,289,201,-0.113
2014-12-01,Doomscrolling,11.1,409,189,-0.126
2015-01-01,Doomscrolling,5.0,226,103,-0.148
2015-02-01,Doomscrolling,7.98,364,73,-0.288
2015-03-01,Doomscrolling,5.0,198,51,-0.088
2015-04-01,Doomscrolling,5.0,236,70,-0.14
2015-05-01,Doomscrolling,11.02,405,146,-0.225
2015-06-01,Doomscrolling,5.0,231,91,-0.221
2015-07-01,Doomscrolling,6.39,228,67,-0.286
2015-08-01,Doomscrolling,5.78,181,120,-0.359
2015-09-01,Doomscrolling,5.0,235,62,-0.102
2015-10-01,Doomscrolling,9.83,334,136,-0.093
2015-11-01,Doomscrolling,7.8,287,93,-0.356
2015-12-01,Doomscrolling,5.0,163,78,-0.268
2016-01-01,Doomscrolling,6.39,260,58,-0.267
2016-02-01,Doomscrolling,5.0,244,51,-0.254
2016-03-01,Doomscrolling,10.49,263,187,-0.242
2016-04-01,Doomscrolling,5.0,233,54,-0.136
2016-05-01,Doomscrolling,5.0,123,57,-0.34
2016-06-01,Doomscrolling,6.81,228,125,-0.352
2016-07-01,Doomscrolling,5.27,151,50,-0.102
2016-08-01,Doomscrolling,8.81,380,123,-0.306
2016-09-01,Doomscrolling,5.0,129,43,-0.402
2016-10-01,Doomscrolling,13.26,505,169,-0.308
2016-11-01,Doomscrolling,7.63,242,131,-0.29
2016-12-01,Doomscrolling,11.8,328,113,-0.063
2017-01-01,Doomscrolling,9.37,407,184,-0.139
2017-02-01,Doomscrolling,5.0,149,99,-0.112
2017-03-01,Doomscrolling,5.0,150,49,-0.152
2017-04-01,Doomscrolling,5.0,156,104,-0.136
2017-05-01,Doomscrolling,12.95,503,157,-0.333
2017-06-01,Doomscrolling,11.93,485,113,-0.274
2017-07-01,Doomscrolling,5.0,125,42,-0.369
2017-08-01,Doomscrolling,5.0,152,68,-0.275
2017-09-01,Doomscrolling,5.0,175,82,-0.168
2017-10-01,Doomscrolling,5.0,163,63,-0.234
2017-11-01,Doomscrolling,5.0,231,95,-0.093
2017-12-01,Doomscrolling,7.64,335,133,-0.387
2018-01-01,Doomscrolling,9.38,374,120,-0.19
2018-02-01,Doomscrolling,9.95,326,176,-0.4
2018-03-01,Doomscrolling,7.23,301,146,-0.239
2018-04-01,Doomscrolling,5.0,226,48,-0.161
2018-05-01,Doomscrolling,5.0,195,61,-0.276
2018-06-01,Doomscrolling,16.52,722,235,-0.184
2018-07-01,Doomscrolling,6.87,294,101,-0.365
2018-08-01,Doomscrolling,6.84,263,104,-0.45
2018-09-01,Doomscrolling,6.8,219,83,-0.183
2018-10-01,Doomscrolling,7.08,303,119,-0.041
2018-11-01,Doomscrolling,5.0,148,83,-0.37
2018-12-01,Doomscrolling,5.0,218,78,-0.103
2019-01-01,Doomscrolling,5.0,221,49,-0.245
2019-02-01,Doomscrolling,11.41,509,164,-0.41
2019-03-01,Doomscrolling,5.24,189,68,-0.386
2019-04-01,Doomscrolling,5.0,146,73,-0.248
2019-05-01,Doomscrolling,7.15,193,143,-0.299
2019-06-01,Doomscrolling,5.0,214,72,-0.408
2019-07-01,Doomscrolling,5.0,231,43,-0.453
2019-08-01,Doomscrolling,5.0,202,70,-0.352
2019-09-01,Doomscrolling,7.71,216,145,-0.227
2019-10-01,Doomscrolling,11.29,535,206,-0.251
2019-11-01,Doomscrolling,7.41,361,110,-0.31
2019-12-01,Doomscrolling,8.16,287,94,-0.226
2020-01-01,Doomscrolling,7.37,288,105,-0.125
2020-02-01,Doomscrolling,45.51,1981,705,-0.203
2020-03-01,Doomscrolling,50.94,2167,1070,-0.265
2020-04-01,Doomscrolling,37.82,1823,625,-0.139
2020-05-01,Doomscrolling,52.92,1445,907,-0.365
2020-06-01,Doomscrolling,49.59,1921,724,-0.277
2020-07-01,Doomscrolling,63.09,2615,812,-0.274
2020-08-01,Doomscrolling,58.99,2732,1100,-0.398
2020-09-01,Doomscrolling,62.34,2862,912,-0.3
2020-10-01,Doomscrolling,57.11,2768,1196,-0.499
2020-11-01,Doomscrolling,72.18,2674,1022,-0.021
2020-12-01,Doomscrolling,72.68,3260,673,-0.362
2021-01-01,Doomscrolling,74.78,2615,1271,-0.06
2021-02-01,Doomscrolling,67.6,2356,608,-0.245
2021-03-01,Doomscrolling,67.47,2072,780,-0.182
2021-04-01,Doomscrolling,72.12,3213,927,-0.309
2021-05-01,Doomscrolling,67.19,3269,1191,-0.225
2021-06-01,Doomscrolling,72.51,2232,1061,-0.172
2021-07-01,Doomscrolling,59.2,1532,519,-0.17
2021-08-01,Doomscrolling,67.23,2990,1087,-0.157
2021-09-01,Doomscrolling,78.32,3109,1064,-0.294
2021-10-01,Doomscrolling,71.2,3418,1425,-0.308
2021-11-01,Doomscrolling,69.5,2132,1021,-0.441
2021-12-01,Doomscrolling,78.26,2054,1356,-0.187
2022-01-01,Doomscrolling,56.32,2059,628,-0.12
2022-02-01,Doomscrolling,63.2,1681,1137,-0.056
2022-03-01,Doomscrolling,64.54,1995,1128,-0.213
2022-04-01,Doomscrolling,70.11,1934,1388,-0.342
2022-05-01,Doomscrolling,69.47,2083,613,-0.454
2022-06-01,Doomscrolling,60.03,1627,843,-0.125
2022-07-01,Doomscrolling,68.63,3285,1164,-0.466
2022-08-01,Doomscrolling,60.89,1907,585,-0.291
2022-09-01,Doomscrolling,68.24,2414,926,-0.277
2022-10-01,Doomscrolling,56.29,2618,1141,-0.258
2022-11-01,Doomscrolling,60.11,2470,835,-0.246
2022-12-01,Doomscrolling,57.55,2281,1198,-0.233
2013-01-01,Effective Altruism,8.92,134,56,0.538
2013-02-01,Effective Altruism,6.96,73,42,0.52
2013-03-01,Effective Altruism,7.09,92,24,0.452
2013-04-01,Effective Altruism,9.15,84,55,0.525
2013-05-01,Effective Altruism,9.3,114,67,0.815
2013-06-01,Effective Altruism,9.75,96,33,0.706
2013-07-01,Effective Altruism,9.42,96,46,0.445
2013-08-01,Effective Altruism,6.1,70,38,0.582
2013-09-01,Effective Altruism,7.28,108,44,0.562
2013-10-01,Effective Altruism,10.7,157,43,0.533
2013-11-01,Effective Altruism,5.19,62,19,0.43
2013-12-01,Effective Altruism,9.81,92,64,0.604
2014-01-01,Effective Altruism,9.11,98,67,0.652
2014-02-01,Effective Altruism,11.14,141,72,0.45
2014-03-01,Effective Altruism,10.39,163,76,0.785
2014-04-01,Effective Altruism,8.34,138,48,0.733
2014-05-01,Effective Altruism,8.36,115,60,0.616
2014-06-01,Effective Altruism,8.84,100,54,0.402
2014-07-01,Effective Altruism,11.16,159,79,0.598
2014-08-01,Effective Altruism,5.51,62,21,0.584
2014-09-01,Effective Altruism,10.54,144,70,0.612
2014-10-01,Effective Altruism,8.57,90,33,0.741
2014-11-01,Effective Altruism,10.83,115,34,0.529
2014-12-01,Effective Altruism,11.24,102,60,0.796
2015-01-01,Effective Altruism,7.34,88,33,0.599
2015-02-01,Effective Altruism,10.32,140,33,0.515
2015-03-01,Effective Altruism,11.2,168,83,0.838
2015-04-01,Effective Altruism,11.18,170,67,0.65
2015-05-01,Effective Altruism,10.87,182,77,0.495
2015-06-01,Effective Altruism,8.78,80,66,0.56
2015-07-01,Effective Altruism,9.2,115,44,0.626
2015-08-01,Effective Altruism,8.69,111,36,0.532
2015-09-01,Effective Altruism,12.66,192,48,0.566
2015-10-01,Effective Altruism,11.44,122,61,0.452
2015-11-01,Effective Altruism,11.67,105,67,0.348
2015-12-01,Effective Altruism,8.48,94,43,0.563
2016-01-01,Effective Altruism,11.93,199,57,0.567
2016-02-01,Effective Altruism,13.52,216,51,0.613
2016-03-01,Effective Altruism,8.82,103,44,0.481
2016-04-01,Effective Altruism,11.68,184,40,0.389
2016-05-01,Effective Altruism,9.86,86,68,0.434
2016-06-01,Effective Altruism,12.41,137,40,0.677
2016-07-01,Effective Altruism,11.7,170,55,0.47
2016-08-01,Effective Altruism,14.51,149,50,0.497
2016-09-01,Effective Altruism,14.34,144,93,0.513
2016-10-01,Effective Altruism,16.83,263,74,0.476
2016-11-01,Effective Altruism,14.39,195,51,0.467
2016-12-01,Effective Altruism,15.43,258,83,0.445
2017-01-01,Effective Altruism,13.88,132,99,0.718
2017-02-01,Effective Altruism,13.04,149,92,0.632
2017-03-01,Effective Altruism,17.17,189,71,0.7
2017-04-01,Effective Altruism,18.24,288,114,0.724
2017-05-01,Effective Altruism,17.41,184,55,0.268
2017-06-01,Effective Altruism,16.51,188,59,0.591
2017-07-01,Effective Altruism,14.55,140,76,0.48
2017-08-01,Effective Altruism,19.03,284,77,0.684
2017-09-01,Effective Altruism,18.16,189,120,0.461
2017-10-01,Effective Altruism,21.3,191,153,0.424
