date,idea,trend_score,mentions,engagement,sentiment,momentum,growth_rate,rolling_avg_3,rolling_avg_6,engagement_rate,dormancy_flag,revival_signal,revival_label
2015-01-01,Cassette Tape Revival,0.05,30,18,0.462,-0.010799999999999997,-0.0234375,0.0536,0.05755,0.6,1,0,0
2015-02-01,Cassette Tape Revival,0.0667,58,16,0.364,0.016699999999999993,0.33399999999999985,0.059166666666666666,0.06033333333333333,0.27586206896551724,1,1,0
2015-03-01,Cassette Tape Revival,0.052000000000000005,45,14,0.445,-0.01469999999999999,-0.1347753743760398,0.05623333333333334,0.05898333333333334,0.3111111111111111,1,0,0
2015-04-01,Cassette Tape Revival,0.05,52,12,0.507,-0.0020000000000000018,-0.32795698924731187,0.05623333333333334,0.05491666666666667,0.23076923076923078,1,0,0
2015-05-01,Cassette Tape Revival,0.0504,49,20,0.34,0.0003999999999999976,0.008000000000000007,0.05080000000000001,0.054983333333333335,0.40816326530612246,1,1,0
2015-06-01,Cassette Tape Revival,0.0746,52,26,0.695,0.0242,0.22697368421052633,0.05833333333333334,0.05728333333333333,0.5,1,1,0
2015-07-01,Cassette Tape Revival,0.06309999999999999,67,22,0.604,-0.01150000000000001,0.2619999999999998,0.06269999999999999,0.05946666666666667,0.3283582089552239,1,0,0
2015-08-01,Cassette Tape Revival,0.056900000000000006,50,21,0.672,-0.006199999999999983,-0.14692653673163403,0.06486666666666667,0.05783333333333334,0.42,1,0,0
2015-09-01,Cassette Tape Revival,0.0712,64,17,0.547,0.014299999999999993,0.36923076923076903,0.06373333333333334,0.06103333333333333,0.265625,1,1,0
2015-10-01,Cassette Tape Revival,0.0582,38,17,0.249,-0.012999999999999998,0.16399999999999992,0.06210000000000001,0.062400000000000004,0.4473684210526316,1,0,0
2015-11-01,Cassette Tape Revival,0.0895,93,31,0.684,0.031299999999999994,0.7757936507936507,0.07296666666666667,0.06891666666666667,0.3333333333333333,1,1,0
2015-12-01,Cassette Tape Revival,0.05,54,18,0.396,-0.03949999999999999,-0.3297587131367292,0.0659,0.06481666666666668,0.3333333333333333,1,0,0
2016-01-01,Cassette Tape Revival,0.0643,64,25,0.406,0.014299999999999993,0.019017432646592836,0.06793333333333335,0.06501666666666667,0.390625,1,1,0
2016-02-01,Cassette Tape Revival,0.05,54,13,0.519,-0.014299999999999993,-0.12126537785588754,0.054766666666666665,0.06386666666666667,0.24074074074074073,1,0,0
2016-03-01,Cassette Tape Revival,0.0621,45,24,0.665,0.0121,-0.1278089887640449,0.0588,0.062349999999999996,0.5333333333333333,1,1,0
2016-04-01,Cassette Tape Revival,0.05,52,15,0.626,-0.0121,-0.14089347079037795,0.05403333333333334,0.060983333333333334,0.28846153846153844,1,0,0
2016-05-01,Cassette Tape Revival,0.0849,71,31,0.609,0.0349,-0.05139664804469268,0.06566666666666666,0.06021666666666667,0.43661971830985913,1,1,0
2016-06-01,Cassette Tape Revival,0.0858,56,26,0.463,0.000899999999999998,0.716,0.07356666666666668,0.06618333333333333,0.4642857142857143,1,1,0
2016-07-01,Cassette Tape Revival,0.0867,81,38,0.461,0.000899999999999998,0.3483670295489891,0.0858,0.06991666666666667,0.4691358024691358,1,1,0
2016-08-01,Cassette Tape Revival,0.0721,68,16,0.542,-0.014600000000000002,0.44199999999999995,0.08153333333333333,0.0736,0.23529411764705882,1,0,0
2016-09-01,Cassette Tape Revival,0.054400000000000004,39,20,0.484,-0.017699999999999994,-0.12399355877616747,0.07106666666666667,0.07231666666666665,0.5128205128205128,1,0,0
2016-10-01,Cassette Tape Revival,0.0565,33,19,0.607,0.0020999999999999977,0.1299999999999999,0.061,0.0734,0.5757575757575758,1,1,0
2016-11-01,Cassette Tape Revival,0.1036,70,23,0.6,0.047099999999999996,0.22025912838633688,0.07150000000000001,0.07651666666666666,0.32857142857142857,1,1,0
2016-12-01,Cassette Tape Revival,0.10220000000000001,80,20,0.571,-0.0013999999999999846,0.19114219114219133,0.08743333333333335,0.07925,0.25,1,0,0
2017-01-01,Cassette Tape Revival,0.0765,50,30,0.197,-0.025700000000000014,-0.11764705882352944,0.0941,0.07755000000000001,0.6,1,0,0
2017-02-01,Cassette Tape Revival,0.0642,43,14,0.515,-0.012300000000000005,-0.10957004160887662,0.08096666666666667,0.07623333333333333,0.32558139534883723,1,0,0
2017-03-01,Cassette Tape Revival,0.1024,80,24,0.487,0.03820000000000001,0.8823529411764706,0.08103333333333333,0.08423333333333334,0.3,1,1,0
2017-04-01,Cassette Tape Revival,0.0616,68,27,0.52,-0.0408,0.09026548672566381,0.07606666666666667,0.08508333333333333,0.39705882352941174,1,0,0
2017-05-01,Cassette Tape Revival,0.0806,80,30,0.409,0.019000000000000003,-0.2220077220077219,0.08153333333333335,0.08125,0.375,1,1,0
2017-06-01,Cassette Tape Revival,0.1035,77,26,0.341,0.02289999999999999,0.012720156555772855,0.08190000000000001,0.08146666666666667,0.33766233766233766,1,1,0
2017-07-01,Cassette Tape Revival,0.0603,66,20,0.556,-0.043199999999999995,-0.21176470588235297,0.08146666666666667,0.07876666666666667,0.30303030303030304,1,0,0
2017-08-01,Cassette Tape Revival,0.0941,87,31,0.457,0.033800000000000004,0.46573208722741444,0.08596666666666668,0.08374999999999999,0.3563218390804598,1,1,0
2017-09-01,Cassette Tape Revival,0.08839999999999999,72,36,0.569,-0.005700000000000011,-0.1367187500000001,0.08093333333333334,0.08141666666666666,0.5,1,0,0
2017-10-01,Cassette Tape Revival,0.07769999999999999,64,29,0.419,-0.010700000000000001,0.26136363636363624,0.08673333333333333,0.0841,0.453125,1,0,0
2017-11-01,Cassette Tape Revival,0.0591,47,24,0.67,-0.01859999999999999,-0.2667493796526055,0.07506666666666667,0.08051666666666667,0.5106382978723404,1,0,0
2017-12-01,Cassette Tape Revival,0.065,45,15,0.62,0.0059000000000000025,-0.3719806763285024,0.06726666666666668,0.0741,0.3333333333333333,1,1,0
2018-01-01,Cassette Tape Revival,0.0858,67,30,0.536,0.0208,0.42288557213930345,0.06996666666666668,0.07835,0.44776119402985076,1,1,0
2018-02-01,Cassette Tape Revival,0.054900000000000004,47,10,0.474,-0.030899999999999997,-0.41657810839532405,0.06856666666666668,0.07181666666666667,0.2127659574468085,1,0,0
2018-03-01,Cassette Tape Revival,0.08929999999999999,76,18,0.602,0.034399999999999986,0.010180995475113086,0.07666666666666667,0.07196666666666666,0.23684210526315788,1,1,0
2018-04-01,Cassette Tape Revival,0.1008,99,38,0.547,0.01150000000000001,0.29729729729729737,0.08166666666666668,0.07581666666666667,0.3838383838383838,1,1,0
2018-05-01,Cassette Tape Revival,0.113,86,21,0.529,0.012200000000000003,0.9120135363790187,0.10103333333333335,0.0848,0.2441860465116279,1,1,0
2018-06-01,Cassette Tape Revival,0.0687,66,23,0.625,-0.044300000000000006,0.056923076923076854,0.09416666666666668,0.08541666666666665,0.3484848484848485,1,0,0
2018-07-01,Cassette Tape Revival,0.1263,112,51,0.671,0.0576,0.47202797202797186,0.10266666666666668,0.09216666666666666,0.45535714285714285,1,1,0
2018-08-01,Cassette Tape Revival,0.13720000000000002,151,39,0.35,0.01090000000000002,1.0,0.11073333333333335,0.10588333333333333,0.2582781456953642,1,1,0
2018-09-01,Cassette Tape Revival,0.1149,89,22,0.374,-0.022300000000000014,0.28667413213885795,0.12613333333333335,0.11015000000000001,0.24719101123595505,1,0,0
2018-10-01,Cassette Tape Revival,0.0892,95,33,0.406,-0.0257,-0.11507936507936511,0.11376666666666668,0.10821666666666668,0.3473684210526316,1,0,0
2018-11-01,Cassette Tape Revival,0.10679999999999999,109,46,0.32,0.01759999999999999,-0.05486725663716818,0.10363333333333334,0.10718333333333334,0.42201834862385323,1,1,0
2018-12-01,Cassette Tape Revival,0.1157,106,43,0.492,0.008900000000000005,0.6841339155749637,0.1039,0.11501666666666666,0.4056603773584906,1,1,0
2019-01-01,Cassette Tape Revival,0.12539999999999998,116,42,0.572,0.009699999999999986,-0.0071258907363421775,0.11596666666666666,0.11486666666666667,0.3620689655172414,1,1,0
2019-02-01,Cassette Tape Revival,0.12539999999999998,76,30,0.497,0.0,-0.08600583090379033,0.12216666666666665,0.1129,0.39473684210526316,1,0,0
2019-03-01,Cassette Tape Revival,0.1356,148,25,0.436,0.010200000000000015,0.18015665796344638,0.1288,0.11635,0.16891891891891891,1,1,0
2019-04-01,Cassette Tape Revival,0.1332,83,49,0.635,-0.0023999999999999855,0.49327354260089695,0.1314,0.12368333333333333,0.5903614457831325,1,0,0
2019-05-01,Cassette Tape Revival,0.14529999999999998,127,35,0.517,0.012099999999999972,0.3604868913857677,0.13803333333333334,0.1301,0.2755905511811024,1,1,0
2019-06-01,Cassette Tape Revival,0.1358,101,56,0.541,-0.00949999999999998,0.17372515125324117,0.1381,0.13344999999999999,0.5544554455445545,1,0,0
2019-07-01,Cassette Tape Revival,0.1432,115,44,0.639,0.00739999999999999,0.14194577352472093,0.14143333333333333,0.13641666666666666,0.3826086956521739,1,1,0
2019-08-01,Cassette Tape Revival,0.1435,129,46,0.485,0.0002999999999999947,0.14433811802232865,0.14083333333333334,0.13943333333333333,0.35658914728682173,1,1,0
2019-09-01,Cassette Tape Revival,0.19829999999999998,212,76,0.747,0.05479999999999999,0.46238938053097334,0.16166666666666665,0.14988333333333334,0.3584905660377358,1,1,0
2019-10-01,Cassette Tape Revival,0.1943,159,76,0.446,-0.003999999999999976,0.4587087087087085,0.1787,0.16006666666666666,0.4779874213836478,1,0,0
2019-11-01,Cassette Tape Revival,0.18109999999999998,202,64,0.74,-0.013200000000000017,0.24638678596008257,0.19123333333333334,0.1660333333333333,0.31683168316831684,1,0,0
2019-12-01,Cassette Tape Revival,0.20149999999999998,180,87,0.383,0.0204,0.4837997054491898,0.1923,0.17698333333333335,0.48333333333333334,1,1,0
2020-01-01,Cassette Tape Revival,0.196,127,87,0.562,-0.005499999999999977,0.36871508379888285,0.19286666666666666,0.18578333333333333,0.6850393700787402,1,0,0
2020-02-01,Cassette Tape Revival,0.1895,126,83,0.423,-0.006500000000000006,0.32055749128919864,0.19566666666666666,0.19345,0.6587301587301587,1,0,0
2020-03-01,Cassette Tape Revival,0.1616,155,65,0.634,-0.027900000000000008,-0.18507312153303068,0.18236666666666668,0.18733333333333332,0.41935483870967744,1,0,0
2020-04-01,Cassette Tape Revival,0.1923,113,71,0.443,0.030700000000000005,-0.01029336078229548,0.18113333333333334,0.18699999999999997,0.6283185840707964,1,1,0
2020-05-01,Cassette Tape Revival,0.1966,163,71,0.535,0.004299999999999998,0.08558807288790726,0.1835,0.18958333333333333,0.43558282208588955,1,1,0
2020-06-01,Cassette Tape Revival,0.1865,120,39,0.422,-0.010099999999999998,-0.07444168734491308,0.1918,0.18708333333333335,0.325,1,0,0
2020-07-01,Cassette Tape Revival,0.18530000000000002,149,47,0.612,-0.0011999999999999789,-0.05459183673469381,0.18946666666666667,0.18530000000000002,0.31543624161073824,1,0,0
2020-08-01,Cassette Tape Revival,0.23070000000000002,226,42,0.421,0.045399999999999996,0.21741424802110831,0.20083333333333334,0.19216666666666668,0.18584070796460178,1,1,0
2020-09-01,Cassette Tape Revival,0.2332,190,51,0.702,0.0024999999999999745,0.443069306930693,0.2164,0.20409999999999998,0.26842105263157895,1,1,0
2020-10-01,Cassette Tape Revival,0.20920000000000002,136,62,0.38,-0.023999999999999966,0.08788351534061367,0.2243666666666667,0.20691666666666667,0.45588235294117646,1,0,0
2020-11-01,Cassette Tape Revival,0.2234,157,49,0.339,0.014199999999999963,0.13631739572736512,0.22193333333333332,0.21138333333333334,0.31210191082802546,1,1,0
2020-12-01,Cassette Tape Revival,0.26739999999999997,205,113,0.614,0.043999999999999984,0.4337801608579086,0.2333333333333333,0.2248666666666667,0.551219512195122,1,1,0
2021-01-01,Cassette Tape Revival,0.2324,139,92,0.429,-0.034999999999999976,0.254182406907717,0.24106666666666665,0.23271666666666668,0.6618705035971223,1,0,0
2021-02-01,Cassette Tape Revival,0.2547,226,51,0.499,0.022299999999999986,0.10403120936280863,0.2515,0.23671666666666666,0.22566371681415928,1,1,0
2021-03-01,Cassette Tape Revival,0.2488,224,62,0.461,-0.005899999999999989,0.06689536878216118,0.2453,0.23931666666666665,0.2767857142857143,1,0,0
2021-04-01,Cassette Tape Revival,0.264,157,106,0.342,0.015200000000000019,0.26195028680688326,0.25583333333333336,0.24844999999999998,0.6751592356687898,1,1,0
2021-05-01,Cassette Tape Revival,0.23809999999999998,187,94,0.491,-0.025900000000000034,0.06580125335720677,0.2503,0.25089999999999996,0.5026737967914439,1,0,0
2021-06-01,Cassette Tape Revival,0.2583,205,112,0.652,0.020199999999999996,-0.03403141361256545,0.2534666666666667,0.24938333333333337,0.5463414634146342,1,1,0
2021-07-01,Cassette Tape Revival,0.2612,195,117,0.62,0.0029000000000000137,0.12392426850258165,0.25253333333333333,0.2541833333333333,0.6,1,1,0
2021-08-01,Cassette Tape Revival,0.2637,230,117,0.528,0.0025000000000000022,0.035335689045936425,0.2610666666666666,0.2556833333333333,0.508695652173913,1,1,0
2021-09-01,Cassette Tape Revival,0.262,197,76,0.633,-0.0016999999999999793,0.05305466237942125,0.2623,0.25788333333333335,0.38578680203045684,1,0,0
2021-10-01,Cassette Tape Revival,0.2686,213,67,0.373,0.006599999999999995,0.017424242424242342,0.26476666666666665,0.25865,0.3145539906103286,1,1,0
2021-11-01,Cassette Tape Revival,0.3069,309,118,0.461,0.0383,0.28895422091558176,0.2791666666666666,0.27011666666666667,0.3818770226537217,1,1,0
2021-12-01,Cassette Tape Revival,0.3156,205,82,0.547,0.008699999999999986,0.22183507549361225,0.2970333333333333,0.2796666666666667,0.4,1,1,0
2022-01-01,Cassette Tape Revival,0.2529,229,101,0.484,-0.06269999999999998,-0.03177641653905039,0.2918,0.2782833333333333,0.4410480349344978,1,0,0
2022-02-01,Cassette Tape Revival,0.2206,186,72,0.47,-0.03230000000000002,-0.16344330678801666,0.26303333333333334,0.2711,0.3870967741935484,1,0,0
2022-03-01,Cassette Tape Revival,0.2802,205,110,0.356,0.059600000000000014,0.06946564885496187,0.25123333333333336,0.27413333333333334,0.5365853658536586,1,1,0
2022-04-01,Cassette Tape Revival,0.2733,264,70,0.25,-0.006900000000000017,0.017498138495904536,0.25803333333333334,0.27491666666666664,0.26515151515151514,1,0,0
2022-05-01,Cassette Tape Revival,0.2921,254,93,0.598,0.01880000000000004,-0.04822417725643524,0.28186666666666665,0.27245,0.3661417322834646,1,1,0
2022-06-01,Cassette Tape Revival,0.2779,230,92,0.529,-0.014200000000000046,-0.11945500633713568,0.28109999999999996,0.26616666666666666,0.4,1,0,0
2022-07-01,Cassette Tape Revival,0.2747,256,119,0.608,-0.0031999999999999806,0.08620007908264138,0.2815666666666667,0.2698,0.46484375,1,0,0
2022-08-01,Cassette Tape Revival,0.2974,300,75,0.448,0.022699999999999998,0.34814143245693563,0.28333333333333327,0.28259999999999996,0.25,1,1,0
2022-09-01,Cassette Tape Revival,0.3015,333,131,0.414,0.0040999999999999925,0.07601713062098492,0.29119999999999996,0.28615,0.3933933933933934,1,1,0
2022-10-01,Cassette Tape Revival,0.24969999999999998,228,99,0.501,-0.05180000000000001,-0.08635199414562755,0.28286666666666666,0.28221666666666667,0.4342105263157895,1,0,0
2022-11-01,Cassette Tape Revival,0.26239999999999997,275,99,0.603,0.012699999999999989,-0.10167750770284167,0.27119999999999994,0.27726666666666666,0.36,1,1,0
2013-07-01,Cold Therapy,0.0917,278,67,0.757,-0.01630000000000001,0.7466666666666668,0.10690000000000001,0.09786666666666667,0.24100719424460432,1,0,0
2013-08-01,Cold Therapy,0.076,198,55,0.727,-0.015700000000000006,-0.09738717339667458,0.09190000000000002,0.09650000000000002,0.2777777777777778,1,0,0
2013-09-01,Cold Therapy,0.05,159,72,0.526,-0.025999999999999995,-0.23896499238964997,0.07256666666666667,0.09388333333333333,0.4528301886792453,1,0,0
2013-10-01,Cold Therapy,0.1421,486,188,0.592,0.0921,0.21869639794168094,0.08936666666666666,0.09813333333333334,0.3868312757201646,1,1,0
2013-11-01,Cold Therapy,0.061399999999999996,207,47,0.65,-0.08070000000000001,-0.4925619834710744,0.0845,0.0882,0.22705314009661837,1,0,0
2013-12-01,Cold Therapy,0.1045,349,101,0.645,0.0431,-0.03240740740740755,0.10266666666666668,0.08761666666666668,0.28939828080229224,1,1,0
2014-01-01,Cold Therapy,0.1168,309,107,0.74,0.012300000000000005,0.2737186477644493,0.09423333333333334,0.09179999999999999,0.34627831715210355,1,1,0
2014-02-01,Cold Therapy,0.0688,164,90,0.408,-0.048,-0.09473684210526312,0.09670000000000001,0.0906,0.5487804878048781,1,0,0
2014-03-01,Cold Therapy,0.11699999999999999,300,124,0.69,0.04819999999999999,1.0,0.10086666666666667,0.10176666666666667,0.41333333333333333,1,1,0
2014-04-01,Cold Therapy,0.1092,323,78,0.615,-0.0077999999999999875,-0.23152709359605905,0.09833333333333334,0.09628333333333333,0.24148606811145512,1,0,0
2014-05-01,Cold Therapy,0.13849999999999998,457,175,0.549,0.02929999999999998,1.0,0.12156666666666667,0.10913333333333332,0.38293216630196936,1,1,0
2014-06-01,Cold Therapy,0.073,154,70,0.561,-0.06549999999999999,-0.3014354066985646,0.10690000000000001,0.10388333333333334,0.45454545454545453,1,0,0
2014-07-01,Cold Therapy,0.05,168,42,0.624,-0.022999999999999993,-0.571917808219178,0.08716666666666667,0.09275,0.25,1,0,0
2014-08-01,Cold Therapy,0.0728,231,68,0.218,0.0228,0.058139534883721034,0.06526666666666668,0.09341666666666666,0.2943722943722944,1,1,0
2014-09-01,Cold Therapy,0.0946,328,99,0.566,0.0218,-0.19145299145299133,0.07246666666666668,0.08968333333333334,0.3018292682926829,1,1,0
2014-10-01,Cold Therapy,0.09050000000000001,298,82,0.545,-0.0040999999999999925,-0.1712454212454212,0.08596666666666669,0.08656666666666667,0.2751677852348993,1,0,0
2014-11-01,Cold Therapy,0.0774,173,63,0.714,-0.013100000000000014,-0.44115523465703965,0.08750000000000001,0.07638333333333334,0.36416184971098264,1,0,0
2014-12-01,Cold Therapy,0.05,97,48,0.553,-0.027399999999999994,-0.31506849315068486,0.07263333333333334,0.07255,0.4948453608247423,1,0,0
2015-01-01,Cold Therapy,0.1041,203,64,0.624,0.054099999999999995,1.0,0.07716666666666668,0.08156666666666666,0.31527093596059114,1,1,0
2015-02-01,Cold Therapy,0.1496,338,194,0.835,0.04550000000000001,1.0,0.10123333333333334,0.09436666666666667,0.5739644970414202,1,1,0
2015-03-01,Cold Therapy,0.1048,296,79,0.769,-0.044800000000000006,0.10782241014799165,0.11950000000000001,0.09606666666666668,0.2668918918918919,1,0,0
2015-04-01,Cold Therapy,0.10949999999999999,346,70,0.758,0.004699999999999982,0.20994475138121516,0.12130000000000002,0.09923333333333333,0.2023121387283237,1,1,0
2015-05-01,Cold Therapy,0.10880000000000001,362,129,0.59,-0.0006999999999999784,0.40568475452196395,0.10770000000000002,0.10446666666666667,0.356353591160221,1,0,0
2015-06-01,Cold Therapy,0.10400000000000001,296,135,0.715,-0.004799999999999999,1.0,0.10743333333333334,0.11346666666666667,0.4560810810810811,1,0,0
2015-07-01,Cold Therapy,0.1204,212,160,0.622,0.016399999999999984,0.15658021133525457,0.11106666666666669,0.11618333333333335,0.7547169811320755,1,1,0
2015-08-01,Cold Therapy,0.1048,218,109,0.626,-0.015599999999999989,-0.2994652406417112,0.10973333333333335,0.10871666666666667,0.5,1,0,0
2015-09-01,Cold Therapy,0.084,162,66,0.699,-0.0208,-0.1984732824427481,0.10306666666666668,0.10525,0.4074074074074074,1,0,0
2015-10-01,Cold Therapy,0.0699,167,88,0.578,-0.014100000000000001,-0.3616438356164382,0.08623333333333334,0.09865000000000002,0.5269461077844312,1,0,0
2015-11-01,Cold Therapy,0.0867,228,107,0.829,0.016799999999999995,-0.2031250000000001,0.08020000000000001,0.09496666666666666,0.4692982456140351,1,1,0
2015-12-01,Cold Therapy,0.10400000000000001,190,85,0.631,0.01730000000000001,0.0,0.08686666666666669,0.09496666666666669,0.4473684210526316,1,1,0
2016-01-01,Cold Therapy,0.0855,202,121,0.724,-0.018500000000000003,-0.2898671096345514,0.09206666666666667,0.08915000000000001,0.599009900990099,1,0,0
2016-02-01,Cold Therapy,0.1048,216,73,0.825,0.019299999999999998,0.0,0.0981,0.08915000000000001,0.33796296296296297,1,1,0
2016-03-01,Cold Therapy,0.109,314,162,0.774,0.004199999999999995,0.29761904761904745,0.09976666666666668,0.09331666666666667,0.5159235668789809,1,1,0
2016-04-01,Cold Therapy,0.12119999999999999,311,167,0.481,0.012199999999999989,0.7339055793991414,0.11166666666666668,0.10186666666666666,0.5369774919614148,1,1,0
2016-05-01,Cold Therapy,0.1352,354,165,0.703,0.013999999999999999,0.5594002306805073,0.1218,0.10994999999999999,0.4661016949152542,1,1,0
2016-06-01,Cold Therapy,0.09939999999999999,248,144,0.752,-0.0358,-0.04423076923076941,0.1186,0.10918333333333334,0.5806451612903226,1,0,0
2016-07-01,Cold Therapy,0.0583,199,73,0.757,-0.04109999999999999,-0.31812865497076026,0.09763333333333334,0.10465,0.36683417085427134,1,0,0
2016-08-01,Cold Therapy,0.0876,186,68,0.516,0.0293,-0.16412213740458026,0.08176666666666667,0.10178333333333334,0.3655913978494624,1,1,0
2016-09-01,Cold Therapy,0.09970000000000001,265,99,0.571,0.012100000000000014,-0.08532110091743106,0.08186666666666668,0.10023333333333333,0.37358490566037733,1,1,0
2016-10-01,Cold Therapy,0.05,152,33,0.769,-0.04970000000000001,-0.5874587458745875,0.07910000000000002,0.08836666666666666,0.21710526315789475,1,0,0
2016-11-01,Cold Therapy,0.1408,384,134,0.559,0.0908,0.04142011834319548,0.09683333333333334,0.0893,0.3489583333333333,1,1,0
2016-12-01,Cold Therapy,0.1039,351,132,0.614,-0.0369,0.04527162977867216,0.09823333333333334,0.09005,0.37606837606837606,1,0,0
2017-01-01,Cold Therapy,0.1114,269,106,0.839,0.007499999999999993,0.9108061749571184,0.11870000000000001,0.0989,0.3940520446096654,1,1,0
2017-02-01,Cold Therapy,0.1451,372,130,0.644,0.03370000000000001,0.6563926940639271,0.12013333333333333,0.10848333333333333,0.34946236559139787,1,1,0
2017-03-01,Cold Therapy,0.0894,170,102,0.563,-0.05570000000000001,-0.10330992978936826,0.1153,0.10676666666666668,0.6,1,0,0
2017-04-01,Cold Therapy,0.1297,365,180,0.545,0.040300000000000016,1.0,0.12140000000000001,0.12004999999999999,0.4931506849315068,1,1,0
2017-05-01,Cold Therapy,0.1134,256,73,0.69,-0.01630000000000001,-0.19460227272727282,0.11083333333333334,0.11548333333333333,0.28515625,1,0,0
2017-06-01,Cold Therapy,0.1153,234,109,0.49,0.001899999999999999,0.10972088546679482,0.11946666666666668,0.11738333333333333,0.4658119658119658,1,1,0
2017-07-01,Cold Therapy,0.1018,275,76,0.62,-0.013499999999999998,-0.08617594254937166,0.11016666666666668,0.11578333333333334,0.27636363636363637,1,0,1
2017-08-01,Cold Therapy,0.1791,480,220,0.69,0.07730000000000001,0.23432115782219154,0.13206666666666667,0.12145,0.4583333333333333,1,1,0
2017-09-01,Cold Therapy,0.12210000000000001,230,85,0.806,-0.056999999999999995,0.3657718120805371,0.13433333333333333,0.12689999999999999,0.3695652173913043,1,0,0
2017-10-01,Cold Therapy,0.1585,471,190,0.73,0.03639999999999999,0.2220508866615265,0.15323333333333333,0.1317,0.4033970276008493,1,1,0
2017-11-01,Cold Therapy,0.08539999999999999,243,73,0.564,-0.07310000000000001,-0.24691358024691368,0.122,0.12703333333333333,0.3004115226337449,1,0,1
2017-12-01,Cold Therapy,0.1812,377,141,0.791,0.09580000000000001,0.5715524718126626,0.14170000000000002,0.13801666666666668,0.3740053050397878,1,1,0
2018-01-01,Cold Therapy,0.1816,467,262,0.614,0.00040000000000001146,0.7838899803536346,0.1494,0.15131666666666668,0.5610278372591007,1,1,0
2018-02-01,Cold Therapy,0.1613,485,99,0.502,-0.020300000000000012,-0.09938581797878288,0.1747,0.14835,0.20412371134020618,1,0,0
2018-03-01,Cold Therapy,0.15990000000000001,428,159,0.629,-0.0013999999999999846,0.3095823095823096,0.1676,0.15465,0.37149532710280375,1,0,0
2018-04-01,Cold Therapy,0.187,457,116,0.823,0.027099999999999985,0.17981072555205047,0.16940000000000002,0.15940000000000001,0.2538293216630197,1,1,0
2018-05-01,Cold Therapy,0.252,583,261,0.67,0.065,1.0,0.19963333333333336,0.18716666666666668,0.44768439108061747,1,1,0
2018-06-01,Cold Therapy,0.1388,391,146,0.652,-0.1132,-0.23399558498896245,0.19260000000000002,0.1801,0.3734015345268542,1,0,1
2018-07-01,Cold Therapy,0.2235,758,199,0.846,0.0847,0.23072687224669597,0.20476666666666668,0.18708333333333335,0.262532981530343,1,1,0
2018-08-01,Cold Therapy,0.18100000000000002,529,130,0.478,-0.04249999999999998,0.12213267203967781,0.18110000000000004,0.19036666666666668,0.24574669187145556,1,0,1
2018-09-01,Cold Therapy,0.2161,406,203,0.496,0.035099999999999965,0.3514696685428391,0.20686666666666667,0.19973333333333332,0.5,1,1,1
2018-10-01,Cold Therapy,0.21760000000000002,556,262,0.456,0.001500000000000029,0.1636363636363638,0.2049,0.20483333333333334,0.4712230215827338,1,1,1
2018-11-01,Cold Therapy,0.2205,730,288,0.695,0.002899999999999986,-0.125,0.21806666666666666,0.19958333333333333,0.39452054794520547,1,1,1
2018-12-01,Cold Therapy,0.2414,462,260,0.67,0.020900000000000002,0.739193083573487,0.22650000000000003,0.21668333333333334,0.5627705627705628,1,1,1
2019-01-01,Cold Therapy,0.21600000000000003,752,244,0.835,-0.025399999999999978,-0.03355704697986572,0.22596666666666668,0.21543333333333334,0.324468085106383,1,0,1
2019-02-01,Cold Therapy,0.2975,1015,232,0.679,0.08149999999999996,0.6436464088397786,0.2516333333333333,0.23485,0.22857142857142856,1,1,1
2019-03-01,Cold Therapy,0.22949999999999998,433,197,0.602,-0.068,0.06200832947709389,0.2476666666666667,0.23708333333333334,0.45496535796766746,1,0,1
2019-04-01,Cold Therapy,0.31620000000000004,1070,236,0.65,0.08670000000000005,0.453125,0.28106666666666663,0.25351666666666667,0.2205607476635514,1,1,1
2019-05-01,Cold Therapy,0.3069,732,253,0.664,-0.00930000000000003,0.3918367346938776,0.2842,0.26791666666666664,0.34562841530054644,1,0,1
2019-06-01,Cold Therapy,0.2982,963,239,0.449,-0.008699999999999986,0.23529411764705888,0.3071,0.2773833333333333,0.2481827622014538,1,0,1
2019-07-01,Cold Therapy,0.35609999999999997,884,380,0.975,0.05789999999999995,0.6486111111111108,0.32039999999999996,0.30073333333333335,0.4298642533936652,1,1,1
2019-08-01,Cold Therapy,0.32,807,354,0.712,-0.036099999999999965,0.07563025210084051,0.32476666666666665,0.30448333333333333,0.43866171003717475,1,0,1
2019-09-01,Cold Therapy,0.3845,1100,558,0.675,0.0645,0.6753812636165579,0.3535333333333333,0.33031666666666665,0.5072727272727273,0,1,1
2019-10-01,Cold Therapy,0.35729999999999995,1110,277,0.724,-0.027200000000000057,0.12998102466793138,0.35393333333333327,0.33716666666666667,0.24954954954954955,0,0,1
2019-11-01,Cold Therapy,0.4305,779,507,0.735,0.07320000000000004,0.4027370478983381,0.39076666666666665,0.3577666666666666,0.6508344030808729,0,1,1
2019-12-01,Cold Therapy,0.4056,1131,542,0.633,-0.024899999999999978,0.36016096579476864,0.3978,0.37566666666666665,0.4792219274977896,0,0,1
2020-01-01,Cold Therapy,0.4365,906,482,0.574,0.030899999999999983,0.22577927548441457,0.42419999999999997,0.38906666666666667,0.5320088300220751,0,1,1
2020-02-01,Cold Therapy,0.4797,1130,398,0.722,0.043200000000000016,0.49906249999999996,0.44060000000000005,0.41568333333333335,0.35221238938053095,0,1,1
